TweetId,TweetOriginal,TweetProcess
446282,@001_Zeeq میرا ناشتہ تو الحمداللہ بہت lavish  ہوتا ہے ۔۔ رات کی ایک باسی روٹی اس پر ایرانی پنیر کا ایک ٹکڑا ہاف بوائل انڈہ اور ایک کپ سٹرانگ چائے۔۔,@001_Zeeq میرا ناشتہ تو الحمداللہ بہت lavish  ہوتا ہے ۔۔ رات کی ایک باسی روٹی اس پر ایرانی پنیر کا ایک ٹکڑا ہاف بوائل انڈہ اور ایک کپ سٹرانگ چائے۔۔
446363,"نسلی تھے ڈیلی میل والے جو آخر خود کو جھوٹا مان کر معافی مانگ لی

بدنسلے ہیں یوتھییے اور انکا کپتان اس پر بھی وضاحتیں گھڑیں گے اور ابلیس لعین کی طرح مزید جھوٹ بول بول کر اس قوم کو بھٹکائیں ھے https://t.co/HaaHTl46LU","نسلی تھے ڈیلی میل والے جو آخر خود کو جھوٹا مان کر معافی مانگ لی بدنسلے ہیں یوتھیے اور انکا کپتان اس پر بھی وضاحتیں گھڑیں گے اور ابلیس لعین کی طرح مزید جھوٹ بول بول کر اس قوم کو بھٹکائیں ھے "
447778,"@JawedAh40342395 @realikramnasim Ahmad Zubair Usmani فضل الرحمن نے کہا تھا کہ اگر میں اے این پی کیساتھ اتحاد کرونگا تو خدا کو کیا منہ دکھاؤنگا.
آج یہ  ایمل ولی کا پولنگ ایجنٹ بن گیا ھے.😂😂🤣منافق کافر یہودی مرتد تیرے سامنے ڈیزل شیطان عظیم","@JawedAh40342395 @realikramnasim Ahmad Zubair Usmani فضل الرحمن نے کہا تھا کہ اگر میں اے این پی کیساتھ اتحاد کروں گا تو خدا کو کیا منہ دکھاوں گا.
آج یہ  ایمل ولی کا پولنگ ایجنٹ بن گیا ھے.😂😂🤣 منافق کافر یہودی مرتد تیرے سامنے ڈیزل شیطان عظیم"
447817,@Asad_Umar اسد عمر صاحب آپ لوگوں کو شرم آنی چاہیے اگر شرم نہیں آتی تو پانی میں ڈوب کر مر جاؤ تمام سیاستدانوں کو کرسی کی لالچ میں پاکستان کے ساتھ دھوکہ کرتے ہیں اور اسلام کو بدنام کرنے کے علاوہ کوئی کام نہیں ہے نہ ہی پاکستان کی عزت اور احترام کا خیال,@Asad_Umar اسد عمر صاحب آپ لوگوں کو شرم آنی چاہیے اگر شرم نہیں آتی تو پانی میں ڈوب کر مر جاؤ تمام سیاستدانوں کو کرسی کی لالچ میں پاکستان کے ساتھ دھوکہ کرتے ہیں اور اسلام کو بدنام کرنے کے علاوہ کوئی کام نہیں ہے نہ ہی پاکستان کی عزت اور احترام کا خیال
447847,"@AmirHQureshi نا صرف سوموٹو ایکشن لیں بلکہ اسپر انصاف کے تمام تقاضے اپنے مردہ ضمیر نہیں پاکستان کے آئین و قانون کے مطابق پورے کریں
کاش ایسا ہوسکے

جاگو بیغیرت ، بےضمیر ، بےایمان منصفو","@AmirHQureshi نا صرف سوموٹو ایکشن لیں بلکہ اس پر انصاف کے تمام تقاضے اپنے مردہ ضمیر نہیں پاکستان کے آئین و قانون کے مطابق پورے کریں
کاش ایسا ہو سکے 

جاگو بیغیرت ، بےضمیر ، بےایمان منصفو"
447979,@IrumRaufCh123 اوئے حرامی اولاد تجھے شرم آنی چاہئے حرامی کی اولاد نیازی قادیانی تم خور دھوکی باز تھے پنکی کو خود باجوہ صاحب کا گھنٹہ سے کھیلنے کےلیے اس کے ساتھ بٹھا اتے تھے وہ اواز پنکی کی ہوتی تھی نکلتی اور طریقہ سے تھی,@IrumRaufCh123 اوئے حرامی اولاد تجھے شرم آنی چاہئے حرامی کی اولاد نیازی قادیانی تم خور دھوکے باز تھے پنکی کو خود باجوہ صاحب کا گھنٹہ سے کھیلنے کے لیے اس کے ساتھ بٹھا آتے تھے وہ آواز پنکی کی ہوتی تھی نکلتی اور طریقہ سے تھی
448318,"@ARYSabiirShakir وہ کون سا ملک ہے جس میں ایک گندی گھٹیا نسل کے گھڑی چور کو 7ATA کے مقدمہ میں بغیر پیش ہوئے بغیر Thum impression کے ضمانت مل جائے 
خالی کرسی سے معافی سے توہین عدالت کا کیس ختم ہوجائے 
پنکی کے قادیانی دلے کیا خیال ہے","@ARYSabiirShakir وہ کون سا ملک ہے جس میں ایک گندی گھٹیا نسل کے گھڑی چور کو 7ATA کے مقدمہ میں بغیر پیش ہوئے بغیر Thum impression کے ضمانت مل جائے 
خالی کرسی سے معافی سے توہین عدالت کا کیس ختم ہو جائے پنکی کے قادیانی دلے کیا خیال ہے"
448465,@lmrankhanISP @dtnoorkhan جنکا کام ہے وہ اپنوں کو ننگا کرنے میں لگے ہوئے ہیں تو ہم چاہیئے انڈیا میں ہو یا افغانستان میں کونسا فرق انکو پڑنا ہے خود تو ویسے ملک چھوڑ کر دفع ہوجاتے ہیں,@lmrankhanISP @dtnoorkhan جن کا کام ہے وہ اپنوں کو ننگا کرنے میں لگے ہوئے ہیں تو ہمیں چاہیئے انڈیا میں ہو یا افغانستان میں کونسا فرق ان کو پڑنا ہے خود تو ویسے ملک چھوڑ کر دفع ہو جاتے ہیں
448776,"44)یوم نجات.....!!!!!
3جون یوم مردار اسلام کے  غداروں سے نجات کا دن منایا جاتا ہیں .
3 جون 1989 خمینی ملعون جہنم شفٹ ھوا.
جنازے میں ان کی قوم نے انکا کفن پھاڑ کر ننگا کردیا تھا۔۔۔۔. 

#Iranians_rejected_Khomeiniism
Khomeini is Enemi of Islam","44) یوم نجات.....!!!!!
3 جون یوم مردار اسلام کے  غداروں سے نجات کا دن منایا جاتا ہیں . 3 جون 1989 خمینی ملعون جہنم شفٹ ھوا. جنازے میں ان کی قوم نے ان کا کفن پھاڑ کر ننگا کر دیا تھا۔۔۔۔. 


Khomeini is Enemi of Islam"
448850,"ہندوتوا ناقابل شکست ہے...... بھارت ایک انتہاپسندانہ renaissance نظریے پر چل پڑا ہے
شخصیات irrelevant ہو چکیں https://t.co/Jwap9gm0We","ہندوتوا  ناقابل شکست ہے...... بھارت ایک انتہاپسندانہ renaissance نظریے پر چل پڑا ہے
شخصیات irrelevant ہو چکیں "
448921,"@Zimeydar چل تو نے یہ تو مانا تم مکار و عیار ہو
عجیب چول گٹگے یہ ملک وہاں کیوں نہ بنایا جہاں سے ہجرت کرکے آئے تھے؟
باقی پنجابیوں کی چارپائیوں سے اپنی لکھنوی اور حیدرآبادی طوائفیں لے جا

میوٹ پر لگا دیا تجھے بلبل سارے گوجرانوالہ دیاں
ہنڑ پونکی جا",@Zimeydar چل تو نے یہ تو مانا تم مکار و عیار ہو عجیب چول گٹگے یہ ملک وہاں کیوں نہ بنایا جہاں سے ہجرت کرکے آئے تھے؟ باقی پنجابیوں کی چارپائیوں سے اپنی لکھنوی اور حیدر آبادی طوائفیں لے جا میوٹ پر لگا دیا تجھے بلبل سارے گوجرانوالہ دیاں ہنڑ پونکی جا
449430,"22. خمینی نے اپنی کتابوں میں صحابہ کرام رضوان اللہ تعالیٰ عنہ  کی توہینات تو کی ہی ہیں لیکن حضرت علی رض اور اہلبیت رض کو بھی اپنے نشانہ کی لپیٹ میں لے لیا۔

#Iranians_rejected_Khomeiniism
Khomeini is Enemi of Islam
گل حسن","22. خمینی نے اپنی کتابوں میں صحابہ کرام رضوان اللہ تعالیٰ عنہ  کی توہین تو کی ہی ہیں لیکن حضرت علی رض اور اہلبیت رض کو بھی اپنے نشانہ کی لپیٹ میں لے لیا۔


Khomeini is Enemi of Islam
گل حسن"
449575,"تجھے پاکستان سے بھاگنے نئ دیا جائے گا،
تیرے جیسے جتنے بھی جھوٹے صحافی ہیں انھیں جھوٹی رپوٹنگ کرنے پر کتے والا پٹہ ڈال کر پورے پاکستان گھمانا چاہئیے https://t.co/L5qK2aoSAA","تجھے پاکستان سے بھاگنے نہیں دیا جائے گا،
تیرے جیسے جتنے بھی جھوٹے صحافی ہیں انھیں جھوٹی رپورٹنگ کرنے پر کتے والا پٹہ ڈال کر پورے پاکستان میں گھمانا چاہئیے "
449937,@Rafi_Shaair سچائ یہ ہے کہ ڈاکٹر عبدالسلام اور باقی قادیانی سائنسدان اگر نہ کرتے تو پاکستان کبھی بھی ایٹمی طاقت نہیں بن سکتا تھا۔جس کو اس حقیقت پہ اعتراض ہے کمنٹ سے پہلے تحقیق کر لے۔ قدیر خان میٹالرجسٹ تھا۔ ایٹمی سائنسدان نہیں۔,@Rafi_Shaair سچائ یہ ہے کہ ڈاکٹر عبدالسلام اور باقی قادیانی سائنسدان اگر نہ کرتے تو پاکستان کبھی بھی ایٹمی طاقت نہیں بن سکتا تھا۔جس کو اس حقیقت پہ اعتراض ہے کمنٹ سے پہلے تحقیق کر لے۔ قدیر خان میٹالرجسٹ تھا۔ ایٹمی سائنسدان نہیں۔
449946,"@dtnoorkhan سر 1947/48 کی جنگ میں ادارے نے لڑنے انکار کیا تھا
قائداعظم رح کا نہیں مانا تھا کشمیر کےلے۔
قبائل نے کشمیر کو ہندو سے چھین کر پاکستان کو دیا تھا۔لیکن قبائل کو آپ لوگوں نے تباہ کردیا۔ڈالر کےلے اور ایک فون پر لیٹ جانے کی وجہ سے۔۔
ڈرپوک کے ظلم سے اللہ بچائے
ایرانی ایسے نہیں۔۔","@dtnoorkhan سر 1947/48 کی جنگ میں ادارے نے لڑنے انکار کیا تھا
قائداعظم رح کا نہیں مانا تھا کشمیر کےلے۔
قبائل نے کشمیر کو ہندو سے چھین کر پاکستان کو دیا تھا۔لیکن قبائل کو آپ لوگوں نے تباہ کردیا۔ڈالر کےلے اور ایک فون پر لیٹ جانے کی وجہ سے۔۔
ڈرپوک کے ظلم سے اللہ بچائے
ایرانی ایسے نہیں۔۔"
449974,@KhSaad_Rafique اس بیچارے کی کوئی حیثیت ہے شریفوں کی نظر میں !! بس بیان دیکر انکو دکھاتا ہے کہ میں آپکا فرمانبردار ذہنی غلام  نوکر ہوں,@KhSaad_Rafique اس بیچارے کی کوئی حیثیت ہے شریفوں کی نظر میں !! بس بیان دیکر ان کو دکھاتا ہے کہ میں آپ کا فرمانبردار ذہنی غلام  نوکر ہوں
450823,"شیعیت کے کفر کو واضح آشکارکرنےوالےکفریہ عقائد

#Iranians_rejected_Khomeiniism https://t.co/dCc48hhQGe","شیعیت کے کفر کو واضح آشکار کرنے والے کفریہ عقائد

 "
451035,@saqibwaleed8 @Duband_Media یعنی سیاسی طور پر قادیانی تم لوگوں کے بھاٸ ھیں ۔۔لعنت ھو ۔۔😳,@saqibwaleed8 @Duband_Media یعنی سیاسی طور پر قادیانی تم لوگوں کے بھاٸی ھیں ۔۔لعنت ھو ۔۔😳
451238,میں گارنٹی سے کہتا کہ یہ بندہ کسی ہندو کی سٹ ہے ورنہ اس طرح کی بکواس کوئ مسلمان نہیں کر سکتا ۔ اس کے باپ کا پتہ کرو https://t.co/GCiKKzMfxy,"میں گارنٹی سے کہتا کہ یہ بندہ کسی ہندو کی سٹ ہے ورنہ اس طرح کی بکواس کوئی مسلمان نہیں کر سکتا ۔ اس کے باپ کا پتہ کرو "
451523,"@telenorpakistan ٹیلی نار کمپنی کسی زلیل کے ہاتھوں ہے 
پچھلے چار دن سے انٹرنیٹ نہیں چل رہا 12 کمپلینٹ نمبر میرے ہاس ہیں مگر پرفامنس انکی گھٹیا ترین 5 بار سپروائزر کو کال کر کے کہا 8 دسمبر کو انٹرنیٹ ٹھیک ہونے کا کہا پر پھر بھی ان کمینوں نے ٹھیک نہیں کیا 
پھر ان کے کہنے پر سم ریپلیس کروائی جو کہ",@telenorpakistan ٹیلی نار کمپنی کسی ذلیل کے ہاتھوں ہے پچھلے چار دن سے انٹرنیٹ نہیں چل رہا 12 کمپلینٹ نمبر میرے ہاس ہیں مگر پرفامنس انکی گھٹیا ترین 5 بار سپروائزر کو کال کر کے کہا 8 دسمبر کو انٹرنیٹ ٹھیک ہونے کا کہا پر پھر بھی ان کمینوں نے ٹھیک نہیں کیا پھر ان کے کہنے پر سم ریپلیس کروائی
451757,@MudasserMian1 @shahzaibnoshahi شرم آنی چائیے آپکو۔۔خان کو کیا بنا دیا ہے,@MudasserMian1 @shahzaibnoshahi شرم آنی چائیے آپ کو۔۔خان کو کیا بنا دیا ہے
452096,"@IrshadBhatti336 اطلاعاً  عرض ہے
کہ ”ڈیوڈ روز“ 
برطانیہ میں آجکل ” ارشاد بھٹی “ لگا ہوا ہے😜😜😜
#ذراسوچئے","@IrshadBhatti336 اطلاعاً  عرض ہے
کہ ”ڈیوڈ روز“  برطانیہ میں آج کل ” ارشاد بھٹی “ لگا ہوا ہے😜😜😜
"
452654,ہوگئے، اور دو قومی نظریے کی پہلی کامیابی نظر آئی۔بنگالی مسلمان کا بنگلہ دیش تو ۱۹۰۵ میں بن چکا تھا،۱۹۴۷ میں بنگالی مسلمان نے آپکو پاکستان کا تحفہ دلوادیا اور آپ نے بنگالی مسلمان بھائی کو کیا انعام دیا؟ پاکستان جاہل، سادہ ،جذباتی، ڈرپوک، خوشامد خورے اور اطاعت شعار غلاموں 🧵👇۶/۷,ہو گئے، اور دو قومی نظریے کی پہلی کامیابی نظر آئی۔بنگالی مسلمان کا بنگلہ دیش تو ۱۹۰۵ میں بن چکا تھا،۱۹۴۷ میں بنگالی مسلمان نے آپ کو پاکستان کا تحفہ دلوا دیا اور آپ نے بنگالی مسلمان بھائی کو کیا انعام دیا؟ پاکستان جاہل، سادہ ،جذباتی، ڈرپوک، خوشامد خورے اور اطاعت شعار غلاموں 🧵👇۶/۷
452703,@OryaMaqboolJan اگر تو پکا منافق نہ جوتا تو اتنا عرصہ نوکر شاھی ميں اپنا ساڑھے چار فٹ کا وجود سالم رکھ کر ريٹائر نا جوتا۔,@OryaMaqboolJan اگر تو پکا منافق نہ ہوتا تو اتنا عرصہ نوکر شاھی ميں اپنا ساڑھے چار فٹ کا وجود سالم رکھ کر ريٹائر نا ہوتا۔
452979,"@Minhas199 @sonofpunjab30 وفا اور پنجابیوں میں؟؟؟ 
اسلام قبول کرلے کے بھی ہر غیر اسلامی کام۔ ان ہیرو محمد بن قاسم اور سلاح الدین ایوبی نہیں پورس اور رنجیت سنگھ!","@Minhas199 @sonofpunjab30 وفا اور پنجابیوں میں ؟؟؟ اسلام قبول کرکے بھی ہر غیر اسلامی کام۔ ان ہیرو محمد بن قاسم اورصلاح الدین ایوبی نہیں پورس اور رنجیت سنگھ "
453125,"@ShkhRasheed اسلامی صدارتی نظام جناب حافظ محمّد سعید صاحب کے نام😇بٹ کے رہے گا ہندوستان بن کے رہے گا خالصتان😇مرغی کی گردن کاٹیں گے بھارت کو ہم بانٹیں گے😇کشمیر ہمارا ہے سارے کا سارا ہے😇
KEEP CALM &amp; WAIT DANDAY WALI SARKAR!!!😇
https://t.co/AtynoHKQOW","@ShkhRasheed اسلامی صدارتی نظام جناب حافظ محمّد سعید صاحب کے نام 😇 بٹ کے رہے گا ہندوستان بن کے رہے گا خالصتان 😇 مرغی کی گردن کاٹیں گے بھارت کو ہم بانٹیں گے 😇 کشمیر ہمارا ہے سارے کا سارا ہے 😇
KEEP CALM &amp; WAIT DANDAY WALI SARKAR!!!😇
"
453147,@AtifShahzad1998 @Punjabidefender @shah045858651 @aghajii @IamHussain_90 @Rangroote @ShaeQ @Baaghi_Blood چوتیئے پنجابیوں کو سنبھال یہ لڑکی بھی پنجابن ہے 😂,@AtifShahzad1998 @Punjabidefender @shah045858651 @aghajii @IamHussain_90 @Rangroote @ShaeQ @Baaghi_Blood چوتیے پنجابیوں کو سنبھال یہ لڑکی بھی پنجابن ہے 😂
453208,"ام امام زین العابدین ع نےفرمایا
ظہورِ امام مهدی کا انتظار کرنا بہت سی مصیبتوں سے چھٹکارے کا سبب ہےسجودسلام کریمہ سیدہ منتظره امام القائم پرجو آج سے1400سال پہلےانتظار مهدی و معرفت مہدی کی اہمیت بتا رہی ہیں اس مادر گرامی کو سید الساجدین کا میلاد مسعود مبارک
کمال الدین،جلد1، صفہ 318 https://t.co/J3d7yVPQyl","ام امام زین العابدین ع نے فرمایا
ظہورِ امام مهدی کا انتظار کرنا بہت سی مصیبتوں سے چھٹکارے کا سبب ہے سجود سلام کریمہ سیدہ منتظره امام القائم پر جو آج سے1400سال پہلے انتظار مهدی و معرفت مہدی کی اہمیت بتا رہی ہیں اس مادر گرامی کو سید الساجدین کا میلاد مسعود مبارک
کمال الدین،جلد1، صفہ 318 "
453701,@KomailMuavia313 جی بالکل، ہمیں امیدِ راسخ ہے کہ مفتی عبدالرحیم صاحب دیوبندیت کے سرسید ثابت ہوں گے...,@KomailMuavia313 جی بالکل، ہمیں امیدِ راسخ ہے کہ مفتی عبدالرحیم صاحب دیوبندیت کے سرسید ثابت ہوں گے...
454055,@BloggerShahid چترال اپنے ساتھ ملایا ھے۔اور کشمیر اکیلے چھوڑا ھے۔کسی انگریز نے کیا خوب لکھا تھا۔کہ افغان ہمیشہ لڑتے ہیں پرایا نہ ملے۔تو آپس میں۔ساری عمر دوسروں کے لئےلڑنے جھگڑنےمیں گزار دینگے۔کبھی روس کے لئے ،کبھی امریکہ کے لئے،کبھی پرایا جائداد قبضہ کرنے کے لئے۔ مرنے پر سیدھا جہنم۔ سارے فرقے۔,@BloggerShahid چترال اپنے ساتھ ملایا ھے۔اور کشمیر اکیلے چھوڑا ھے۔کسی انگریز نے کیا خوب لکھا تھا۔کہ افغان ہمیشہ لڑتے ہیں پرایا نہ ملے۔تو آپس میں۔ساری عمر دوسروں کے لئےلڑنے جھگڑنےمیں گزار دینگے۔کبھی روس کے لئے ،کبھی امریکہ کے لئے،کبھی پرایا جائیداد قبضہ کرنے کے لئے۔ مرنے پر سیدھا جہنم۔ سارے فرقے۔
454214,"بی ایل اے ، BLF جیسی دہشتگرد تنظیموں اور مسسنگ پرسن کی کچھ حقیقت ملاحظہ فرمائیں
 تاثر یہ دیاگیاکہ وہ بےگناہ شہری ہیں جن کادہشت گردی سےکوئی تعلق نہیں ہےصرف ""انسانی حقوق"" کےنام پرانصاف کی تلاش میں ہیں
 آئیےانسانی حقوق 1/2👇
@peaceforchange @OfficialDGISPR
#Quetta #Balochistan https://t.co/it3gS3KSxH","بی ایل اے ، BLF جیسی دہشتگرد تنظیموں اور مسسنگ پرسن کی کچھ حقیقت ملاحظہ فرمائیں تاثر یہ دیا گیا کہ وہ بےگناہ شہری ہیں جن کادہشت گردی سے کوئی تعلق نہیں ہے صرف ""انسانی حقوق"" کے نام پر انصاف کی تلاش میں ہیں آئیےانسانی حقوق 1/2👇 @peaceforchange @OfficialDGISPR
  "
454269,@Aftab_Iqbal1 عجیب بیغیرت حلومت ہے اور فوج کے ساتھ جو رومانس چل رہاُتھا وہ بھی پاکستانیوں کو سمجھ آ گیا ہے یہ فوجی ملک کا کھا رہے ہیں بس ہمارا دفاع نہیں کر رہے جتنا انکا بجٹ ہے اتنے میں تو افغانی طالبان پاکستان کا دفاع کر سکتے ہیں اور حکومت میں بھی مداخلت نہیں کریں گے,@Aftab_Iqbal1 عجیب بیغیرت حلومت ہے اور فوج کے ساتھ جو رومانس چل رہاُتھا وہ بھی پاکستانیوں کو سمجھ آ گیا ہے یہ فوجی ملک کا کھا رہے ہیں بس ہمارا دفاع نہیں کر رہے جتنا انکا بجٹ ہے اتنے میں تو افغانی طالبان پاکستان کا دفاع کر سکتے ہیں اور حکومت میں بھی مداخلت نہیں کریں گے
454341,"امریکی ڈالرز کی پیداوار افغان طالبان کے سپنے تو دیکھو

پاکستان اور ایران کا بہت بڑا حصہ افغانستان میں لینا ہے۔۔ 

نمک حرام فار اے ریزن😏 https://t.co/uHKTxqlVWp","امریکی ڈالرز کی پیداوار افغان طالبان کے سپنے تو دیکھو پاکستان اور ایران کا بہت بڑا حصہ افغانستان میں لینا ہے ۔۔ نمک حرام فار اے ریزن😏 "
454400,"ہائے ماشاءاللہ تازہ ترین۔۔۔۔۔۔۔۔!!

سندھی پٹھان بلوچ پنجابی کی دلوں کا بادشاہ ۔۔۔۔۔۔😍💞😍
#teamjuisindh https://t.co/PVhDsBpEPQ",
454911,"@NAQ75 @TahawarHussain3 @Monis_rizvi_11O @qaim_313 @Shiah_Tweets313 @shayan__hyder @FrkhRydy @ItsSyeda9876 @alisharizvi0311 @AliMolai110 @Aga_mohmmad @mohib_sherazi بے شک آ پ کی بات سچ ہے۔ تو یہ بتائیں یزیدی گروہ جو  امام حسین ع کی شہادت کے بعد عصر کی نماز پڑھ رہا تھا اس نماز کے متعلق آ پ کا کیا خیال ہے ؟ قرآن میں بھی کچھ نمازیوں کا ذکر ہے جن پر اللہ افسوس کرتا ہے وہ کون سے نمازی ہیں؟
Al-Maa'un (107:4)

فَوَیۡلٌ  لِّلۡمُصَلِّیۡنَ ۙ","@NAQ75 @TahawarHussain3 @Monis_rizvi_11O @qaim_313 @Shiah_Tweets313 @shayan__hyder @FrkhRydy @ItsSyeda9876 @alisharizvi0311 @AliMolai110 @Aga_mohmmad @mohib_sherazi بے شک آ پ کی بات سچ ہے۔ تو یہ بتائیں یزیدی گروہ جو  امام حسین ع کی شہادت کے بعد عصر کی نماز پڑھ رہا تھا اس نماز کے متعلق آ پ کا کیا خیال ہے ؟ قرآن میں بھی کچھ نمازیوں کا ذکر ہے جن پر اللہ افسوس کرتا ہے وہ کون سے نمازی ہیں؟
Al-Maa'un (107:4)

فَوَیۡلٌ  لِّلۡمُصَلِّیۡنَ ۙ"
455103,سوائے قبائیلی علاقے کے،مغربی پاکستان کی قوموں نے تو فاتح کو سجدہ ہی کیا، لیکن جنگجو ہم ہیں؟کم ہی بنگالی مسلمانوں کے اکابرین نے انگریز کے خطاب اور القاب قبول کیئے اور مغربی پاکستان کے مسلمانوں کےمخدوموں، وڈیروں، جاگیرداروں، خانوں اور سرداروں نے کھبی لینے سے انکار نہیں کیا!🧵👇۳/۷,سوائے قبائیلی علاقے کے،مغربی پاکستان کی قوموں نے تو فاتح کو سجدہ ہی کیا، لیکن جنگجو ہم ہیں؟کم ہی بنگالی مسلمانوں کے اکابرین نے انگریز کے خطاب اور القاب قبول کیئے اور مغربی پاکستان کے مسلمانوں کے مخدوموں، وڈیروں، جاگیرداروں، خانوں اور سرداروں نے کھبی لینے سے انکار نہیں کیا
455125,"@KhanRmz01 @Lubni_2005 👈👈👈

ایسا بلکل بھی نہیں ہوتا 

کہ اگر میں کسی شعر کے ساتھ فوٹو لگاوں

تو وہ کنفرم میں ہی ہوں 
کوئی اور بھی ہوسکتا ہے 
شعر پسند آیا 
ٹوئیٹ کر دیا 

تھینکس شکریہ","@KhanRmz01 @Lubni_2005 👈👈👈

ایسا بلکل بھی نہیں ہوتا 

کہ اگر میں کسی شعر کے ساتھ فوٹو لگاوں

تو وہ کنفرم میں ہی ہوں 
کوئی اور بھی ہوسکتا ہے 
شعر پسند آیا 
ٹوئیٹ کر دیا 

تھینکس شکریہ"
455725,@inshaallahk چوتیئے لنڈ اور گانڈ کی پوجا پنجابی کرتے ہیں اس کے علاوہ تم پنجابیوں کو آتا ہی کیا ہے رنجیت سنگھ کی ناجائز اولاد! 😊 https://t.co/TCQy7yAyPy,"@inshaallahk چوتیے لنڈ اور گانڈ کی پوجا پنجابی کرتے ہیں اس کے علاوہ تم پنجابیوں کو آتا ہی کیا ہے رنجیت سنگھ کی ناجائز اولاد ! 😊 "
455766,"@Wabbasi007 لعنتی انسان سچ بولو۔
تمھارا باپ شوباجاڈنگر ڈیلی میل کےسجدے میں گرگیا۔ 
ابھی تک لندن کی عدالت نے پچھلا جرمانہ بھی معاف نہیں کیا۔ 
عدالت کے باھر  مک مکا ہوا ہے۔ 
شوباجاڈنگر کی طرف سے اس مک مکا کےلیئے کئی ملین پاؤنڈ رقم ڈیلی میل کواداکی جائےگی۔ 
ڈیوڈ روز نےپول کھول دیا ہے۔ https://t.co/COcm1uS5K7","@Wabbasi007 لعنتی انسان سچ بولو۔ تمھارا باپ شوباجا ڈنگر ڈیلی میل کے سجدے میں گر گیا۔ ابھی تک لندن کی عدالت نے پچھلا جرمانہ بھی معاف نہیں کیا۔  عدالت کے باھر  مک مکا ہوا ہے۔ شوباجا ڈنگر کی طرف سے اس مک مکا کے لیئے کئی ملین پاؤنڈ رقم ڈیلی میل کو ادا کی جائے گی۔ 
ڈیوڈ روز نے پول کھول دیا ہے۔ "
455844,"اپ سندھیوں، پنجابیوں، پختونوں کی شناخت کو تسلیم کرتے ہیں اور 8کروڑ سرائیکیوں کی #سرائیکی_قومی_شناخت سے دشمنی کرتے ہیں #سرائیکی_وسیب کو #سرائیکستان کہتے ہوئے کیوں موت اتی ہے؟
اخر سرائیکیوں سے اپ کو کیا دشمنی ہے؟ سرائیکیوں کی سرائیکی قومی شناخت کو تسلیم نہیں کرتے
#SaveIUB https://t.co/YJIzrMO0JR","آپ سندھیوں، پنجابیوں، پختونوں کی شناخت کو تسلیم کرتے ہیں اور 8 کروڑ سرائیکیوں سے دشمنی کرتے ہیں  کو  کہتے ہوئے کیوں موت آتی ہے؟
آخر سرائیکیوں سے آپ کو کیا دشمنی ہے؟ سرائیکیوں کی سرائیکی قومی شناخت کو تسلیم نہیں کرتے
 "
456058,@TahirMughalPml2 تم لوگ اپنی بیویان دکھا کے قطری اور شیخ سے ریٹ لگواتے لعنت بغیر تا,@TahirMughalPml2 تم لوگ اپنی بیویاں دکھا کے قطری اور شیخ سے ریٹ لگواتے لعنت بیغیرتا
456238,@RabiaKhannPTI ملزم کے پاس پیسہ ھوں ۔تو ملوی بھی بن سکتا ھے۔طاقت اور پیسہ اس ملک میں کچھ بھی کر سکتا۔رسول بھی بن سکتا ھیں۔۔جسطرح مرزا قادیانی بنا ھے جھوٹا پیغمبر۔۔ارے یہ روئے زمیں پے اتنا کنجروں کا ملک ھے۔۔کہ یہاں کچھ بھی بن سکتے ھیں اپ۔۔کوئی پوچھنے والا ھے نہیں,@RabiaKhannPTI ملزم کے پاس پیسہ ھوں ۔تو ملوی بھی بن سکتا ھے ۔ طاقت اور پیسہ اس ملک میں کچھ بھی کر سکتا ۔ رسول بھی بن سکتا ھیں ۔۔ جس طرح مرزا قادیانی بنا ھے جھوٹا پیغمبر ۔۔ ارے یہ روئے زمیں پہ اتنا کنجروں کا ملک ھے ۔۔ کہ یہاں کچھ بھی بن سکتے ھیں آپ ۔۔کوئی پوچھنے والا ھے نہیں
456847,"امریکی 8 سال تک گھر کا کرایہ دیتے رہے کوئی وجہ تو ہوگی بدلے میں کام تو لیا ہوگا
انڈین صنعت کاروں نے 22لاکھ پاؤنڈ دی بدلےمیں کچھ تو لیا ہوگا 
اسرائیلیوں نے فنڈز دیا بدلے میں کچھ خدمت تو کیا ہو گا
قادیانیوں نے فنڈز کیساتھ اپنی بیٹیاں جلسوں میں نچوائی کوئی صلہ تو لیا ہوگا https://t.co/f7iuJ5Zz04","امریکی 8 سال تک گھر کا کرایہ دیتے رہے کوئی وجہ تو ہوگی بدلے میں کام تو لیا ہوگا انڈین صنعت کاروں نے  22  لاکھ پاؤنڈ دی بدلے میں کچھ تو لیا ہوگا 
اسرائیلیوں نے فنڈز دیا بدلے میں کچھ خدمت تو کیا ہو گا قادیانیوں نے فنڈز کیساتھ اپنی بیٹیاں جلسوں میں نچوائی کوئی صلہ تو لیا ہوگا "
